,predict
314,3.1846232414245605
315,3.1846232414245605
316,3.1846232414245605
317,3.1846232414245605
318,3.1846232414245605
319,3.1846232414245605
320,3.1846232414245605
321,3.1846232414245605
322,3.1846232414245605
323,3.1846232414245605
324,3.6429195404052734
325,3.1846232414245605
326,3.1846232414245605
327,3.1846232414245605
328,3.1846232414245605
329,3.1846232414245605
330,3.1846232414245605
331,3.1846232414245605
332,3.1846232414245605
333,3.1846232414245605
334,3.1846232414245605
335,3.1846232414245605
336,3.6429195404052734
337,3.1846232414245605
338,3.1846232414245605
339,3.1846232414245605
340,3.1846232414245605
341,3.1846232414245605
342,3.1846232414245605
343,3.1846232414245605
344,3.1846232414245605
345,3.1846232414245605
346,3.1846232414245605
347,3.1846232414245605
348,3.1846232414245605
349,3.1846232414245605
350,3.1846232414245605
351,3.1846232414245605
352,3.1846232414245605
353,3.1846232414245605
354,3.1846232414245605
355,3.1846232414245605
356,3.1846232414245605
357,3.1846232414245605
358,3.1846232414245605
359,3.1846232414245605
360,3.1846232414245605
361,3.1846232414245605
362,3.1846232414245605
363,3.1846232414245605
364,3.1846232414245605
365,3.1846232414245605
366,3.1846232414245605
367,3.1846232414245605
368,3.1846232414245605
369,3.1846232414245605
370,3.1846232414245605
371,3.1846232414245605
372,3.1846232414245605
373,3.1846232414245605
374,3.1846232414245605
375,3.1846232414245605
376,3.1846232414245605
377,3.1846232414245605
378,3.1846232414245605
379,3.1846232414245605
380,3.1846232414245605
381,3.1846232414245605
382,3.1846232414245605
383,3.1846232414245605
384,3.1846232414245605
385,3.1846232414245605
386,3.1846232414245605
387,3.1846232414245605
388,3.1846232414245605
389,3.1846232414245605
390,3.1846232414245605
391,3.1846232414245605
392,3.1846232414245605
393,3.1846232414245605
394,3.1846232414245605
395,3.1846232414245605
396,3.1846232414245605
397,3.1846232414245605
398,3.1846232414245605
399,3.1846232414245605
400,3.1846232414245605
401,3.1846232414245605
402,3.1846232414245605
403,3.1846232414245605
404,3.1846232414245605
405,3.1846232414245605
406,3.1846232414245605
407,3.1846232414245605
408,3.1846232414245605
409,3.1846232414245605
410,3.1846232414245605
411,3.1846232414245605
412,3.1846232414245605
413,3.1846232414245605
414,3.1846232414245605
415,3.1846232414245605
416,3.1846232414245605
417,3.1846232414245605
418,3.1846232414245605
419,3.1846232414245605
420,3.1846232414245605
421,3.1846232414245605
422,3.1846232414245605
423,3.1846232414245605
424,3.1846232414245605
425,3.1846232414245605
426,3.1846232414245605
427,3.1846232414245605
428,3.3163514137268066
429,3.1846232414245605
430,3.1846232414245605
431,3.1846232414245605
432,3.1846232414245605
433,3.1846232414245605
434,3.1846232414245605
435,3.1846232414245605
436,3.1846232414245605
437,3.1846232414245605
438,3.1846232414245605
439,3.1846232414245605
440,3.1846232414245605
441,3.1846232414245605
442,3.1846232414245605
443,3.1846232414245605
444,3.1846232414245605
445,3.1846232414245605
446,3.1846232414245605
447,3.1846232414245605
448,3.1846232414245605
449,3.1846232414245605
450,3.1846232414245605
451,3.1846232414245605
452,3.1846232414245605
453,3.1846232414245605
454,3.1846232414245605
455,3.1846232414245605
456,3.1846232414245605
457,3.1846232414245605
458,3.1846232414245605
459,3.1846232414245605
460,3.1846232414245605
461,3.1846232414245605
462,3.1846232414245605
463,3.1846232414245605
464,3.1846232414245605
465,3.1846232414245605
466,3.1846232414245605
467,3.1846232414245605
468,3.1846232414245605
469,3.1846232414245605
470,3.1846232414245605
471,3.1846232414245605
472,3.1846232414245605
473,3.1846232414245605
474,3.1846232414245605
475,3.1846232414245605
476,3.1846232414245605
477,3.1846232414245605
478,3.1846232414245605
479,3.1846232414245605
480,3.1846232414245605
481,3.1846232414245605
482,3.1846232414245605
483,3.1846232414245605
484,3.1846232414245605
485,3.1846232414245605
486,3.1846232414245605
487,3.1846232414245605
488,3.1846232414245605
489,3.1846232414245605
490,3.1846232414245605
491,3.1846232414245605
492,3.1846232414245605
493,3.1846232414245605
494,3.1846232414245605
495,3.1846232414245605
496,3.1846232414245605
497,3.1846232414245605
498,3.6429195404052734
499,3.6429195404052734
500,3.6429195404052734
501,3.1846232414245605
502,3.1846232414245605
503,3.1846232414245605
504,3.1846232414245605
505,3.1846232414245605
506,3.1846232414245605
507,3.1846232414245605
508,3.1846232414245605
509,3.1846232414245605
510,3.1846232414245605
511,3.6429195404052734
512,3.1846232414245605
513,3.1846232414245605
514,3.6429195404052734
515,3.1846232414245605
516,3.6429195404052734
517,3.6429195404052734
518,3.6429195404052734
519,3.6429195404052734
520,3.1846232414245605
521,3.1846232414245605
522,3.1846232414245605
523,3.1846232414245605
524,3.1846232414245605
525,3.6429195404052734
526,3.1846232414245605
527,3.1846232414245605
528,3.1846232414245605
529,3.1846232414245605
530,3.1846232414245605
531,3.1846232414245605
532,3.1846232414245605
533,3.1846232414245605
534,3.1846232414245605
535,3.1846232414245605
536,3.1846232414245605
537,3.1846232414245605
538,3.1846232414245605
539,3.6429195404052734
540,3.6429195404052734
541,3.6429195404052734
542,3.6429195404052734
543,3.1846232414245605
544,3.1846232414245605
545,3.1846232414245605
546,3.6429195404052734
547,3.6429195404052734
548,3.6429195404052734
549,3.1846232414245605
550,3.1846232414245605
551,3.1846232414245605
552,3.1846232414245605
553,3.6429195404052734
554,3.1846232414245605
555,3.1846232414245605
556,3.6429195404052734
557,3.1846232414245605
558,3.1846232414245605
559,3.1846232414245605
560,3.1846232414245605
561,3.1846232414245605
562,3.1846232414245605
563,3.1846232414245605
564,3.1846232414245605
565,3.1846232414245605
566,3.1846232414245605
567,3.1846232414245605
568,3.1846232414245605
569,3.1846232414245605
570,3.1846232414245605
571,3.1846232414245605
572,3.1846232414245605
573,3.1846232414245605
574,3.1846232414245605
575,3.1846232414245605
576,3.1846232414245605
577,3.1846232414245605
578,3.1846232414245605
579,3.1846232414245605
580,3.1846232414245605
581,3.1846232414245605
582,3.1846232414245605
583,3.1846232414245605
584,3.1846232414245605
585,3.1846232414245605
586,3.1846232414245605
587,3.1846232414245605
588,3.1846232414245605
589,3.1846232414245605
590,3.1846232414245605
591,3.1846232414245605
592,3.1846232414245605
593,3.1846232414245605
594,3.1846232414245605
595,3.1846232414245605
596,3.1846232414245605
597,3.1846232414245605
598,3.1846232414245605
599,3.1846232414245605
600,3.1846232414245605
601,3.1846232414245605
602,3.1846232414245605
603,3.1846232414245605
604,3.1846232414245605
605,3.1846232414245605
606,3.1846232414245605
607,3.1846232414245605
608,3.1846232414245605
609,3.1846232414245605
610,3.1846232414245605
611,3.1846232414245605
612,3.1846232414245605
613,3.1846232414245605
614,3.1846232414245605
615,3.1846232414245605
616,3.1846232414245605
617,3.1846232414245605
618,3.1846232414245605
619,3.1846232414245605
620,3.1846232414245605
621,3.1846232414245605
622,3.1846232414245605
623,3.1846232414245605
624,3.1846232414245605
625,3.1846232414245605
626,3.6429195404052734
627,3.1846232414245605
628,3.1846232414245605
629,3.1846232414245605
630,3.1846232414245605
631,3.1846232414245605
632,3.1846232414245605
633,3.1846232414245605
634,3.2388319969177246
635,3.1846232414245605
636,3.1846232414245605
637,3.1846232414245605
638,3.252903461456299
639,3.252903461456299
640,3.252903461456299
641,3.252903461456299
642,3.252903461456299
643,3.252903461456299
644,3.252903461456299
645,3.252903461456299
646,3.252903461456299
647,3.252903461456299
648,3.252903461456299
649,3.252903461456299
650,3.252903461456299
651,3.252903461456299
652,3.252903461456299
653,3.252903461456299
654,3.252903461456299
655,3.252903461456299
656,3.252903461456299
657,3.252903461456299
658,4.585568904876709
659,3.252903461456299
660,3.252903461456299
661,3.252903461456299
662,3.252903461456299
663,3.252903461456299
664,4.585568904876709
665,3.252903461456299
666,3.252903461456299
667,3.252903461456299
668,3.252903461456299
669,3.252903461456299
670,2.866675853729248
671,3.252903461456299
672,3.252903461456299
673,3.252903461456299
674,3.252903461456299
675,2.866675853729248
676,3.252903461456299
677,3.252903461456299
678,3.252903461456299
679,3.252903461456299
680,3.252903461456299
681,3.252903461456299
682,3.252903461456299
683,3.252903461456299
684,3.252903461456299
685,3.252903461456299
686,3.252903461456299
687,3.252903461456299
688,3.252903461456299
689,3.252903461456299
690,3.252903461456299
691,3.252903461456299
692,3.252903461456299
693,3.252903461456299
694,3.252903461456299
695,3.252903461456299
696,3.252903461456299
697,3.252903461456299
698,3.252903461456299
699,3.252903461456299
700,3.252903461456299
701,3.252903461456299
702,3.252903461456299
703,3.252903461456299
704,3.252903461456299
705,3.252903461456299
706,3.252903461456299
707,3.252903461456299
708,3.252903461456299
709,3.252903461456299
710,3.252903461456299
711,3.252903461456299
712,3.252903461456299
713,3.252903461456299
714,3.252903461456299
715,3.252903461456299
716,3.252903461456299
717,3.252903461456299
718,3.252903461456299
719,3.252903461456299
720,3.252903461456299
721,3.252903461456299
722,3.252903461456299
723,3.252903461456299
724,3.252903461456299
725,3.252903461456299
726,3.252903461456299
727,4.585568904876709
728,3.252903461456299
729,3.252903461456299
730,3.252903461456299
731,3.252903461456299
732,3.252903461456299
733,3.252903461456299
734,3.252903461456299
735,3.252903461456299
736,3.252903461456299
737,3.252903461456299
738,3.252903461456299
739,3.6429195404052734
740,3.252903461456299
741,3.252903461456299
742,3.252903461456299
743,3.252903461456299
744,3.252903461456299
745,3.252903461456299
746,3.252903461456299
747,3.252903461456299
748,3.252903461456299
749,3.252903461456299
750,3.252903461456299
751,3.252903461456299
752,3.252903461456299
753,4.585568904876709
754,4.585568904876709
755,3.6429195404052734
756,3.252903461456299
757,3.6429195404052734
758,3.252903461456299
759,3.252903461456299
760,3.252903461456299
761,3.252903461456299
762,3.252903461456299
763,3.252903461456299
764,3.252903461456299
765,3.252903461456299
766,3.252903461456299
767,3.357804298400879
768,3.252903461456299
769,3.252903461456299
770,3.252903461456299
771,3.252903461456299
772,4.585568904876709
773,3.252903461456299
774,3.252903461456299
775,4.451062202453613
776,3.252903461456299
777,3.252903461456299
778,4.641974449157715
779,3.252903461456299
780,3.252903461456299
781,3.252903461456299
782,3.252903461456299
783,3.252903461456299
784,3.252903461456299
785,4.641974449157715
786,3.252903461456299
787,4.641974449157715
788,3.252903461456299
789,3.252903461456299
790,3.252903461456299
791,3.252903461456299
792,3.252903461456299
793,3.252903461456299
794,3.6429195404052734
795,3.252903461456299
796,3.252903461456299
797,3.252903461456299
798,3.252903461456299
799,3.252903461456299
800,3.252903461456299
801,3.252903461456299
802,3.252903461456299
803,3.6429195404052734
804,3.6429195404052734
805,3.6429195404052734
806,3.6429195404052734
807,3.6429195404052734
808,3.252903461456299
809,3.252903461456299
810,3.6429195404052734
811,3.252903461456299
812,3.252903461456299
813,3.252903461456299
814,3.252903461456299
815,3.252903461456299
816,3.252903461456299
817,3.252903461456299
818,3.252903461456299
819,3.252903461456299
820,3.2369513511657715
821,3.252903461456299
822,3.252903461456299
823,3.6429195404052734
824,3.6429195404052734
825,3.252903461456299
826,3.252903461456299
827,3.252903461456299
828,3.252903461456299
829,3.252903461456299
830,3.252903461456299
831,3.6429195404052734
832,3.2369513511657715
833,3.252903461456299
834,3.252903461456299
835,3.6429195404052734
836,3.252903461456299
837,3.252903461456299
838,3.252903461456299
839,3.252903461456299
840,3.252903461456299
841,3.6429195404052734
842,3.6429195404052734
843,3.6429195404052734
844,3.6429195404052734
845,3.6429195404052734
846,3.252903461456299
847,3.6429195404052734
848,3.6429195404052734
849,3.6429195404052734
850,3.6429195404052734
851,3.6429195404052734
852,3.252903461456299
853,3.252903461456299
854,3.6429195404052734
855,3.6429195404052734
856,3.6429195404052734
857,3.6429195404052734
858,3.6429195404052734
859,3.6429195404052734
860,3.252903461456299
861,3.6429195404052734
862,3.252903461456299
863,3.252903461456299
864,3.6429195404052734
865,3.6429195404052734
866,3.6429195404052734
867,3.6429195404052734
868,3.6429195404052734
869,3.6429195404052734
870,3.6429195404052734
871,3.1846232414245605
872,3.6429195404052734
873,3.6429195404052734
874,3.6429195404052734
875,3.6429195404052734
876,3.6429195404052734
877,3.6429195404052734
878,3.6429195404052734
879,3.6429195404052734
880,3.6429195404052734
881,3.6429195404052734
882,3.6429195404052734
883,3.6429195404052734
884,3.6429195404052734
885,3.1846232414245605
886,3.6429195404052734
887,3.6429195404052734
888,3.6429195404052734
889,3.6429195404052734
890,3.6429195404052734
891,3.6429195404052734
892,3.6429195404052734
893,3.6429195404052734
894,3.6429195404052734
895,3.6429195404052734
896,3.6429195404052734
897,3.6429195404052734
898,3.6429195404052734
899,3.6429195404052734
900,3.6429195404052734
901,3.6429195404052734
902,3.6429195404052734
903,3.6429195404052734
904,3.6429195404052734
905,3.6429195404052734
906,3.6429195404052734
907,3.6429195404052734
908,3.6429195404052734
909,3.6429195404052734
910,3.6429195404052734
911,3.6429195404052734
912,3.6429195404052734
913,3.6429195404052734
914,3.6429195404052734
915,3.6429195404052734
916,3.6429195404052734
917,3.6429195404052734
918,3.6429195404052734
919,3.6429195404052734
920,3.6429195404052734
921,3.6429195404052734
922,3.6429195404052734
923,3.6429195404052734
924,3.6429195404052734
925,3.6429195404052734
926,3.6429195404052734
927,3.6429195404052734
928,3.6429195404052734
929,3.6429195404052734
930,3.252903461456299
931,3.252903461456299
932,3.252903461456299
933,3.252903461456299
934,3.252903461456299
935,3.252903461456299
936,3.252903461456299
937,3.252903461456299
938,3.6429195404052734
939,3.252903461456299
940,3.368032932281494
941,3.252903461456299
942,3.6429195404052734
943,3.6429195404052734
944,3.6429195404052734
945,3.6429195404052734
946,3.6429195404052734
947,3.784118175506592
948,3.6429195404052734
949,3.6429195404052734
950,3.6429195404052734
951,3.047825336456299
952,3.6429195404052734
953,3.6429195404052734
954,3.6429195404052734
955,3.6429195404052734
956,3.6429195404052734
957,3.6429195404052734
958,3.6429195404052734
959,3.6429195404052734
960,3.6429195404052734
961,3.6429195404052734
962,3.6429195404052734
963,3.6429195404052734
964,3.6429195404052734
965,3.6429195404052734
966,3.047825336456299
967,3.6429195404052734
968,2.504239559173584
969,3.6429195404052734
970,3.6429195404052734
971,3.6429195404052734
972,3.252903461456299
973,3.6429195404052734
974,3.6429195404052734
975,3.6429195404052734
976,3.6429195404052734
977,3.6429195404052734
978,3.6429195404052734
979,3.6429195404052734
980,3.6429195404052734
981,3.6429195404052734
982,3.6429195404052734
983,3.6429195404052734
984,3.6429195404052734
985,3.6429195404052734
986,3.6429195404052734
987,3.6429195404052734
988,3.6429195404052734
989,3.6429195404052734
990,3.6429195404052734
991,3.6429195404052734
992,3.6429195404052734
993,3.047825336456299
994,3.6429195404052734
995,3.6429195404052734
996,3.6429195404052734
997,3.6429195404052734
998,3.6429195404052734
999,3.6429195404052734
1000,3.6429195404052734
1001,3.6429195404052734
1002,3.6429195404052734
1003,3.6429195404052734
1004,3.047825336456299
1005,3.6429195404052734
1006,3.1846232414245605
1007,3.1846232414245605
1008,3.1846232414245605
1009,3.6429195404052734
1010,3.6429195404052734
1011,3.1846232414245605
1012,3.1846232414245605
1013,3.1846232414245605
1014,3.6429195404052734
1015,3.1846232414245605
1016,3.6429195404052734
1017,3.6429195404052734
1018,3.1846232414245605
1019,3.6429195404052734
1020,3.1846232414245605
1021,3.6429195404052734
1022,3.1846232414245605
1023,3.1846232414245605
1024,3.1846232414245605
1025,3.1846232414245605
1026,3.1846232414245605
1027,3.1846232414245605
1028,3.1846232414245605
1029,3.6429195404052734
1030,3.1846232414245605
1031,3.1846232414245605
1032,3.1846232414245605
1033,3.6429195404052734
1034,3.1846232414245605
1035,3.6429195404052734
1036,3.6429195404052734
1037,3.6429195404052734
1038,3.6429195404052734
1039,3.6429195404052734
1040,3.1846232414245605
1041,3.6429195404052734
1042,3.6429195404052734
1043,3.1846232414245605
1044,3.1846232414245605
1045,3.1846232414245605
1046,3.1846232414245605
1047,3.6429195404052734
1048,3.6429195404052734
1049,3.6429195404052734
1050,3.6429195404052734
1051,3.1846232414245605
1052,3.6429195404052734
1053,3.649847984313965
1054,3.6429195404052734
1055,3.6429195404052734
1056,3.6429195404052734
1057,3.6429195404052734
1058,3.6429195404052734
1059,3.6429195404052734
1060,3.6429195404052734
1061,3.6429195404052734
1062,3.1846232414245605
1063,3.6429195404052734
1064,3.6429195404052734
1065,3.6429195404052734
1066,3.6429195404052734
1067,3.6429195404052734
1068,3.6429195404052734
1069,3.6429195404052734
1070,3.6429195404052734
1071,3.6429195404052734
1072,3.6429195404052734
1073,3.6429195404052734
1074,3.1846232414245605
1075,3.6429195404052734
1076,3.6429195404052734
1077,3.6429195404052734
1078,3.1846232414245605
1079,3.1846232414245605
1080,3.6429195404052734
1081,3.6429195404052734
1082,3.658700466156006
1083,3.658700466156006
1084,3.6429195404052734
1085,3.6429195404052734
1086,3.6429195404052734
1087,3.6429195404052734
1088,3.6429195404052734
1089,3.6429195404052734
1090,3.6429195404052734
1091,3.6429195404052734
1092,3.6429195404052734
1093,3.6429195404052734
1094,3.6429195404052734
1095,3.6429195404052734
1096,3.6429195404052734
1097,3.6429195404052734
1098,3.6429195404052734
1099,3.6429195404052734
1100,3.6429195404052734
1101,3.6429195404052734
1102,3.6429195404052734
1103,3.6429195404052734
1104,3.6429195404052734
1105,3.6429195404052734
1106,3.6429195404052734
1107,3.6429195404052734
1108,3.6429195404052734
1109,3.6429195404052734
1110,3.6429195404052734
1111,3.6429195404052734
1112,3.6429195404052734
1113,3.6429195404052734
1114,3.6429195404052734
1115,3.6429195404052734
1116,3.6429195404052734
1117,3.6429195404052734
1118,3.6429195404052734
1119,3.6429195404052734
1120,3.6429195404052734
1121,3.6429195404052734
1122,3.649847984313965
1123,3.6429195404052734
1124,3.658700466156006
1125,3.658700466156006
1126,3.658700466156006
1127,3.6429195404052734
1128,3.6429195404052734
1129,3.6429195404052734
1130,3.6429195404052734
1131,3.6429195404052734
1132,3.6429195404052734
1133,3.6429195404052734
1134,3.6429195404052734
1135,3.6429195404052734
1136,3.6429195404052734
1137,3.6429195404052734
1138,3.6429195404052734
1139,3.6429195404052734
1140,3.6429195404052734
1141,3.6429195404052734
1142,3.6429195404052734
1143,3.6429195404052734
1144,3.658700466156006
1145,3.6429195404052734
1146,3.6429195404052734
1147,3.6429195404052734
1148,3.6429195404052734
1149,3.6429195404052734
1150,3.6429195404052734
1151,3.6429195404052734
1152,3.6429195404052734
1153,3.6429195404052734
1154,3.6429195404052734
1155,3.658700466156006
1156,3.6429195404052734
1157,3.6429195404052734
1158,3.1846232414245605
1159,3.649847984313965
1160,3.6429195404052734
1161,3.6429195404052734
1162,3.649847984313965
1163,3.6429195404052734
1164,3.6429195404052734
1165,3.6429195404052734
1166,3.6429195404052734
1167,3.6429195404052734
1168,3.6429195404052734
1169,3.6429195404052734
1170,3.6429195404052734
1171,3.6429195404052734
1172,3.6429195404052734
1173,3.6429195404052734
1174,3.6429195404052734
1175,3.6429195404052734
1176,3.6429195404052734
1177,3.6429195404052734
1178,3.6429195404052734
1179,3.6429195404052734
1180,3.6429195404052734
1181,3.6429195404052734
1182,3.6429195404052734
1183,3.6429195404052734
1184,3.6429195404052734
1185,3.6429195404052734
1186,3.6429195404052734
1187,3.6429195404052734
1188,3.6429195404052734
1189,3.6429195404052734
1190,3.6429195404052734
1191,3.6429195404052734
1192,3.6429195404052734
1193,3.6429195404052734
1194,3.6429195404052734
1195,3.1846232414245605
1196,3.1846232414245605
1197,3.6429195404052734
1198,3.6429195404052734
1199,3.6429195404052734
1200,3.6429195404052734
1201,3.252903461456299
1202,3.252903461456299
1203,3.6429195404052734
1204,3.6429195404052734
1205,3.252903461456299
1206,3.252903461456299
1207,3.252903461456299
1208,3.252903461456299
1209,3.252903461456299
1210,3.252903461456299
1211,3.252903461456299
1212,2.8632521629333496
1213,3.252903461456299
1214,3.6429195404052734
1215,3.252903461456299
1216,3.6429195404052734
1217,3.047825336456299
1218,3.047825336456299
1219,3.6429195404052734
1220,3.6429195404052734
1221,3.6429195404052734
1222,3.6429195404052734
1223,3.1846232414245605
1224,3.1846232414245605
1225,2.819483757019043
1226,2.589529514312744
1227,2.819483757019043
1228,2.589529514312744
1229,3.1846232414245605
1230,3.6429195404052734
1231,3.1846232414245605
1232,3.6429195404052734
1233,3.6429195404052734
1234,3.6429195404052734
1235,3.6429195404052734
1236,3.6429195404052734
1237,3.6429195404052734
1238,3.1846232414245605
1239,3.6429195404052734
1240,3.6429195404052734
1241,3.1846232414245605
1242,3.1846232414245605
1243,3.1846232414245605
1244,3.1846232414245605
1245,3.1846232414245605
1246,3.1846232414245605
1247,3.1846232414245605
1248,3.1846232414245605
1249,3.1846232414245605
1250,3.1846232414245605
1251,3.1846232414245605
1252,3.1846232414245605
1253,3.1846232414245605
1254,3.1846232414245605
1255,3.1846232414245605
1256,3.1846232414245605
1257,3.1846232414245605
1258,3.1846232414245605
1259,3.1846232414245605
1260,3.1846232414245605
1261,3.1846232414245605
1262,3.1846232414245605
1263,3.1846232414245605
1264,3.1846232414245605
1265,3.1846232414245605
1266,3.6429195404052734
1267,3.1846232414245605
