,Unnamed:_0,C10_14℃冰機02運轉電流百分比,C10_14℃冰機02蒸發器1趨近溫度,C10_14℃冰機02冷凝器2趨近溫度,C10_14℃_冰機冷卻水溫差PID_PV值,CR1_C/T_To_14℃冰機冷卻水溫503,L8BH_L70_Outside_Air_Enthalpy
0,2020/4/30 00:00,64.7,2.14,1.64,5.97,28.41,50.16
1,2020/4/30 00:10,64.1,2.14,1.64,6.08,28.21,50.38
2,2020/4/30 00:20,63.55,2.14,1.54,5.97,27.99,49.99
3,2020/4/30 00:30,63.31,2.14,1.54,5.87,27.99,49.66
4,2020/4/30 00:40,63.91,2.14,1.54,5.86,28.2,49.9
5,2020/4/30 00:50,63.9,2.14,1.54,5.97,28.3,49.75
6,2020/4/30 01:00,64.2,2.14,1.54,6.07,28.3,49.19
7,2020/4/30 01:10,64.36,2.14,1.54,5.94,28.3,49.02
8,2020/4/30 01:20,64.16,2.14,1.54,6.05,28.3,48.73
9,2020/4/30 01:30,64.06,2.14,1.54,5.95,28.3,48.8
10,2020/4/30 01:40,63.76,2.14,1.54,5.95,28.3,48.66
11,2020/4/30 01:50,63.45,2.14,1.54,5.95,28.3,48.17
12,2020/4/30 02:00,62.9,2.14,1.54,5.95,28.2,48.22
13,2020/4/30 02:10,62.95,2.14,1.54,5.95,28.2,48.46
14,2020/4/30 02:20,63.05,2.14,1.54,5.95,28.2,49.18
15,2020/4/30 02:30,62.85,2.14,1.54,5.95,28.2,49.09
16,2020/4/30 02:40,62.81,2.14,1.54,5.95,28.2,48.68
17,2020/4/30 02:50,63.15,2.14,1.54,5.87,28.08,48.66
18,2020/4/30 03:00,63.06,2.14,1.54,5.97,28.2,48.92
19,2020/4/30 03:10,62.95,2.14,1.54,5.97,28.2,49.5
20,2020/4/30 03:20,63.1,2.14,1.54,5.97,28.3,48.99
21,2020/4/30 03:30,63.5,2.14,1.54,5.97,28.41,49.23
22,2020/4/30 03:40,63.45,2.14,1.54,6.19,28.21,48.53
23,2020/4/30 03:50,63.2,2.14,1.54,6.09,28.1,48.67
24,2020/4/30 04:00,63.1,2.14,1.54,5.87,28.1,48.53
25,2020/4/30 04:10,63.35,2.14,1.54,5.98,28.2,47.97
26,2020/4/30 04:20,63.31,2.14,1.54,6.1,28.2,47.63
27,2020/4/30 04:30,63.15,2.14,1.54,5.98,28.2,45.3
28,2020/4/30 04:40,62.56,2.14,1.54,6.08,28.1,43.79
29,2020/4/30 04:50,61.55,2.14,1.54,6.08,27.76,43.24
30,2020/4/30 05:00,60.95,2.14,1.54,5.98,27.56,43.21
31,2020/4/30 05:10,60.81,2.14,1.54,5.98,27.34,42.76
32,2020/4/30 05:20,60.71,2.14,1.54,5.88,27.23,43.25
33,2020/4/30 05:30,60.7,2.14,1.54,5.88,27.23,42.75
34,2020/4/30 05:40,60.7,2.14,1.54,6.0,27.13,42.51
35,2020/4/30 05:50,60.65,2.14,1.54,6.0,27.13,42.09
36,2020/4/30 06:00,60.71,2.14,1.54,6.0,27.13,42.76
37,2020/4/30 06:10,61.15,2.14,1.54,6.0,27.13,43.13
38,2020/4/30 06:20,61.31,2.14,1.54,6.0,27.13,43.99
39,2020/4/30 06:30,61.45,2.14,1.54,6.0,27.13,44.79
40,2020/4/30 06:40,61.4,2.14,1.54,6.0,27.23,45.47
41,2020/4/30 06:50,61.6,2.14,1.54,6.0,27.23,45.61
42,2020/4/30 07:00,61.75,2.14,1.54,6.0,27.33,46.82
43,2020/4/30 07:10,62.1,2.14,1.54,6.0,27.43,47.07
44,2020/4/30 07:20,61.65,2.14,1.54,6.0,27.55,47.56
45,2020/4/30 07:30,61.85,2.14,1.54,6.0,27.65,47.65
46,2020/4/30 07:40,62.41,2.14,1.54,6.0,27.76,48.27
47,2020/4/30 07:50,62.65,2.14,1.54,6.0,27.86,48.79
48,2020/4/30 08:00,62.95,2.14,1.54,6.1,27.76,49.83
49,2020/4/30 08:10,63.25,2.14,1.54,6.1,27.76,50.72
50,2020/4/30 08:20,63.95,2.14,1.54,5.9,27.88,51.24
51,2020/4/30 08:30,64.46,2.14,1.54,6.0,28.08,51.7
52,2020/4/30 08:40,64.75,2.14,1.54,6.0,28.3,52.22
53,2020/4/30 08:50,64.81,2.14,1.54,6.21,28.3,52.3
54,2020/4/30 09:00,64.61,2.14,1.54,6.11,28.1,54.37
55,2020/4/30 09:10,64.65,2.14,1.54,5.91,28.1,55.86
56,2020/4/30 09:20,65.35,2.14,1.54,5.91,28.2,58.29
57,2020/4/30 09:30,66.71,2.14,1.64,6.01,28.41,59.36
58,2020/4/30 09:40,67.1,2.14,1.64,6.21,28.21,59.69
59,2020/4/30 09:50,67.31,2.14,1.64,6.11,28.31,60.16
60,2020/4/30 10:00,67.06,2.14,1.64,6.13,28.1,60.14
61,2020/4/30 10:10,67.21,2.14,1.64,6.01,27.99,59.49
62,2020/4/30 10:20,67.01,2.14,1.64,5.79,28.3,60.57
63,2020/4/30 10:30,67.75,2.14,1.64,5.91,28.52,61.72
64,2020/4/30 10:40,65.01,2.14,1.64,6.0,28.3,62.5
65,2020/4/30 10:50,64.35,2.14,1.64,6.32,28.1,63.25
66,2020/4/30 11:00,64.1,2.14,1.53,5.87,28.34,64.14
67,2020/4/30 11:10,63.65,2.14,1.53,6.07,28.34,64.7
68,2020/4/30 11:20,63.2,2.14,1.53,6.07,28.34,65.01
69,2020/4/30 11:30,62.65,2.03,1.53,5.96,28.44,64.51
70,2020/4/30 11:40,62.15,2.03,1.53,6.06,28.24,64.84
71,2020/4/30 11:50,61.75,2.03,1.53,5.96,28.14,64.35
72,2020/4/30 12:00,61.3,2.03,1.53,5.96,28.14,63.31
73,2020/4/30 12:10,60.95,2.03,1.53,5.85,27.91,62.36
74,2020/4/30 12:20,61.1,2.03,1.42,5.86,28.12,62.04
75,2020/4/30 12:30,61.15,2.03,1.42,6.08,28.12,61.61
76,2020/4/30 12:40,61.15,2.03,1.42,5.87,28.12,62.26
77,2020/4/30 12:50,61.6,2.03,1.42,5.76,28.34,61.99
78,2020/4/30 13:00,61.85,2.03,1.42,5.97,28.44,62.25
79,2020/4/30 13:10,62.1,2.03,1.42,6.18,28.34,62.22
80,2020/4/30 13:20,61.95,2.03,1.42,6.18,28.14,61.66
81,2020/4/30 13:30,61.65,2.03,1.42,6.08,27.91,61.23
82,2020/4/30 13:40,61.7,2.03,1.42,5.76,28.12,60.55
83,2020/4/30 13:50,61.5,2.03,1.42,5.96,28.23,60.52
84,2020/4/30 14:00,61.45,2.03,1.42,5.96,28.23,60.39
85,2020/4/30 14:10,61.31,2.03,1.42,5.85,28.31,60.98
86,2020/4/30 14:20,61.3,2.03,1.42,5.96,28.21,60.86
87,2020/4/30 14:30,61.5,2.03,1.42,6.07,28.31,60.67
88,2020/4/30 14:40,61.45,2.03,1.42,5.97,28.31,60.72
89,2020/4/30 14:50,61.5,2.03,1.42,6.08,28.21,60.47
90,2020/4/30 15:00,61.5,2.03,1.42,5.97,28.21,59.95
91,2020/4/30 15:10,61.05,2.03,1.42,6.2,27.99,59.99
92,2020/4/30 15:20,60.9,2.03,1.42,5.97,28.2,58.68
93,2020/4/30 15:30,60.4,2.03,1.42,6.07,28.1,58.33
94,2020/4/30 15:40,60.0,2.03,1.42,5.83,28.1,58.37
95,2020/4/30 15:50,59.8,2.03,1.42,5.83,28.3,58.63
96,2020/4/30 16:00,59.85,2.03,1.42,6.15,28.2,58.69
97,2020/4/30 16:10,59.65,2.03,1.42,6.05,28.1,59.04
98,2020/4/30 16:20,59.85,2.03,1.42,5.93,28.2,58.6
99,2020/4/30 16:30,60.15,2.03,1.42,6.03,28.2,58.0
100,2020/4/30 16:40,60.56,2.03,1.42,6.03,28.2,57.71
101,2020/4/30 16:50,60.81,2.03,1.42,6.03,28.2,57.13
102,2020/4/30 17:00,61.0,2.03,1.41,6.05,28.21,56.9
103,2020/4/30 17:10,61.05,2.03,1.41,6.05,28.21,58.28
104,2020/4/30 17:20,61.15,2.03,1.41,6.05,28.31,58.04
105,2020/4/30 17:30,61.4,2.03,1.41,6.05,28.31,57.47
106,2020/4/30 17:40,61.51,2.03,1.41,6.25,27.98,57.3
107,2020/4/30 17:50,61.5,2.03,1.41,5.91,28.2,58.1
108,2020/4/30 18:00,61.71,2.03,1.41,5.91,28.2,58.17
109,2020/4/30 18:10,61.6,2.03,1.41,6.01,28.3,58.65
110,2020/4/30 18:20,61.6,2.03,1.41,6.01,28.3,58.35
111,2020/4/30 18:30,61.65,2.03,1.41,6.11,28.3,57.67
112,2020/4/30 18:40,61.55,2.03,1.41,5.8,28.41,57.49
113,2020/4/30 18:50,61.76,2.03,1.41,6.25,28.3,57.64
114,2020/4/30 19:00,61.81,2.03,1.41,6.03,28.2,57.75
115,2020/4/30 19:10,61.45,2.03,1.41,6.03,28.1,56.87
116,2020/4/30 19:20,61.05,2.03,1.41,6.03,27.88,55.04
117,2020/4/30 19:30,60.7,2.03,1.41,5.81,28.2,54.53
118,2020/4/30 19:40,60.45,2.03,1.41,5.91,28.2,53.33
119,2020/4/30 19:50,59.9,2.03,1.41,5.91,28.2,52.48
120,2020/4/30 20:00,59.5,2.03,1.41,5.92,28.1,51.63
121,2020/4/30 20:10,59.2,2.03,1.41,6.03,28.1,51.08
122,2020/4/30 20:20,58.35,2.03,1.3,5.82,27.99,50.17
123,2020/4/30 20:30,58.45,2.03,1.3,5.82,28.1,50.74
124,2020/4/30 20:40,58.6,2.03,1.3,5.92,28.2,50.65
125,2020/4/30 20:50,58.55,2.03,1.3,5.92,28.2,50.8
126,2020/4/30 21:00,58.75,2.03,1.3,5.92,28.3,52.01
127,2020/4/30 21:10,58.85,2.03,1.3,6.03,28.3,52.19
128,2020/4/30 21:20,58.9,2.03,1.3,6.03,28.3,53.08
129,2020/4/30 21:30,59.85,2.03,1.3,6.03,28.3,52.8
130,2020/4/30 21:40,59.95,2.03,1.3,6.24,28.17,52.73
131,2020/4/30 21:50,59.95,2.03,1.3,6.02,28.17,52.69
132,2020/4/30 22:00,60.1,2.03,1.3,6.02,28.27,52.25
133,2020/4/30 22:10,60.0,2.03,1.3,6.02,28.27,52.39
134,2020/4/30 22:20,60.0,2.03,1.3,6.02,28.27,52.32
135,2020/4/30 22:30,59.85,2.03,1.3,6.02,28.17,52.17
136,2020/4/30 22:40,59.85,2.03,1.3,5.91,28.17,52.03
137,2020/4/30 22:50,59.95,2.03,1.3,5.91,28.17,52.25
138,2020/4/30 23:00,59.6,2.03,1.3,6.01,28.17,52.14
139,2020/4/30 23:10,59.25,2.03,1.3,6.01,28.17,52.13
140,2020/4/30 23:20,58.7,2.03,1.3,6.01,28.07,52.09
141,2020/4/30 23:30,58.65,2.03,1.3,5.9,28.17,51.78
142,2020/4/30 23:40,58.5,2.03,1.3,5.9,28.17,51.81
143,2020/4/30 23:50,58.35,2.03,1.3,5.9,28.17,51.91
144,2020/5/1 00:00,58.55,2.03,1.3,5.9,28.17,52.01
145,2020/5/1 00:10,58.65,2.03,1.3,5.9,28.27,52.11
146,2020/5/1 00:20,58.65,2.03,1.3,6.0,28.27,52.26
147,2020/5/1 00:30,58.95,2.03,1.3,6.0,28.37,52.35
148,2020/5/1 00:40,59.2,2.03,1.3,6.11,28.17,52.19
149,2020/5/1 00:50,58.95,2.03,1.3,6.11,28.07,51.89
150,2020/5/1 01:00,59.1,2.03,1.3,5.99,28.07,51.85
151,2020/5/1 01:10,58.9,2.03,1.3,5.89,28.17,51.66
152,2020/5/1 01:20,59.4,2.03,1.3,5.99,28.17,51.37
153,2020/5/1 01:30,59.46,2.03,1.3,5.99,28.17,51.2
154,2020/5/1 01:40,59.4,2.03,1.3,5.99,28.27,51.18
155,2020/5/1 01:50,59.51,2.03,1.3,6.09,28.27,51.32
156,2020/5/1 02:00,58.75,2.03,1.3,6.09,28.07,52.2
157,2020/5/1 02:10,57.9,2.03,1.3,5.89,27.95,51.49
158,2020/5/1 02:20,58.05,2.03,1.3,5.78,28.15,51.98
159,2020/5/1 02:30,58.1,2.03,1.3,5.88,28.27,51.54
160,2020/5/1 02:40,58.4,2.03,1.3,5.98,28.37,51.63
161,2020/5/1 02:50,58.25,2.03,1.3,6.19,28.27,51.54
162,2020/5/1 03:00,58.4,2.03,1.3,6.06,28.07,50.8
163,2020/5/1 03:10,58.35,2.03,1.3,5.96,28.17,51.12
164,2020/5/1 03:20,58.45,2.03,1.3,5.96,28.17,50.8
165,2020/5/1 03:30,57.8,2.03,1.3,5.96,28.07,51.2
166,2020/5/1 03:40,57.7,2.03,1.3,5.96,28.17,50.2
167,2020/5/1 03:50,57.56,2.03,1.3,5.96,28.17,49.8
168,2020/5/1 04:00,57.7,2.03,1.3,5.96,28.17,50.02
169,2020/5/1 04:10,57.7,2.03,1.3,5.96,28.27,49.51
170,2020/5/1 04:20,57.65,2.03,1.3,5.96,28.27,49.75
171,2020/5/1 04:30,57.9,2.03,1.3,5.96,28.27,49.66
172,2020/5/1 04:40,57.65,2.03,1.3,6.06,28.17,49.83
173,2020/5/1 04:50,57.31,2.03,1.3,5.85,28.17,49.98
174,2020/5/1 05:00,57.15,2.03,1.3,5.96,28.17,49.7
175,2020/5/1 05:10,56.8,2.03,1.3,5.96,28.17,49.42
176,2020/5/1 05:20,56.5,1.93,1.3,5.96,28.07,49.45
177,2020/5/1 05:30,56.6,1.93,1.3,5.96,28.17,49.47
178,2020/5/1 05:40,56.6,1.93,1.3,5.96,28.17,49.53
179,2020/5/1 05:50,56.8,1.93,1.3,5.96,28.27,49.43
180,2020/5/1 06:00,56.81,1.93,1.3,5.96,28.27,49.97
181,2020/5/1 06:10,56.95,1.93,1.3,6.07,28.37,50.41
182,2020/5/1 06:20,57.3,1.93,1.3,6.07,28.27,50.2
183,2020/5/1 06:30,57.2,1.93,1.3,6.07,28.17,50.85
184,2020/5/1 06:40,57.25,1.93,1.3,5.97,28.17,50.54
185,2020/5/1 06:50,57.61,1.93,1.3,5.87,28.39,51.96
186,2020/5/1 07:00,57.9,1.93,1.3,6.2,28.28,52.26
187,2020/5/1 07:10,57.65,1.93,1.3,6.2,28.07,52.8
188,2020/5/1 07:20,58.31,1.93,1.3,5.99,28.07,53.42
189,2020/5/1 07:30,58.85,1.93,1.3,5.87,28.2,54.06
190,2020/5/1 07:40,59.15,1.93,1.3,5.97,28.3,54.02
191,2020/5/1 07:50,59.0,1.93,1.3,6.08,28.3,53.96
192,2020/5/1 08:00,58.81,1.93,1.3,6.08,28.3,54.34
193,2020/5/1 08:10,58.81,1.93,1.3,5.96,28.2,55.05
194,2020/5/1 08:20,59.0,1.93,1.3,6.05,28.31,56.14
195,2020/5/1 08:30,58.6,1.93,1.3,6.05,28.31,56.16
196,2020/5/1 08:40,58.85,1.93,1.3,5.83,28.41,56.52
197,2020/5/1 08:50,58.9,1.93,1.3,6.17,28.21,56.68
198,2020/5/1 09:00,58.65,1.93,1.3,5.84,28.31,56.5
199,2020/5/1 09:10,57.8,1.93,1.3,6.05,27.88,56.38
200,2020/5/1 09:20,57.6,1.93,1.3,5.73,28.1,56.77
201,2020/5/1 09:30,57.85,1.93,1.3,5.95,28.1,56.81
202,2020/5/1 09:40,57.9,1.93,1.3,6.05,28.1,57.29
203,2020/5/1 09:50,58.7,1.93,1.3,5.73,28.41,57.28
204,2020/5/1 10:00,59.15,1.93,1.3,6.18,28.31,58.08
205,2020/5/1 10:10,59.35,1.93,1.3,6.18,28.21,58.15
206,2020/5/1 10:20,59.3,1.93,1.3,6.29,27.99,57.06
207,2020/5/1 10:30,59.5,2.03,1.3,5.74,28.2,55.99
208,2020/5/1 10:40,59.85,2.03,1.3,5.95,28.41,58.45
209,2020/5/1 10:50,59.7,2.03,1.3,6.26,28.21,59.04
210,2020/5/1 11:00,59.7,2.03,1.3,6.06,28.1,59.04
211,2020/5/1 11:10,60.15,2.03,1.4,5.96,28.1,60.09
212,2020/5/1 11:20,60.81,2.03,1.4,5.96,28.31,61.52
213,2020/5/1 11:30,60.7,2.03,1.4,6.19,28.1,60.56
214,2020/5/1 11:40,60.65,2.03,1.4,5.98,28.2,58.67
215,2020/5/1 11:50,60.95,2.03,1.4,5.98,28.3,59.13
216,2020/5/1 12:00,60.6,2.03,1.4,5.98,28.3,60.38
217,2020/5/1 12:10,60.91,2.03,1.4,5.98,28.3,59.96
218,2020/5/1 12:20,60.55,2.03,1.4,6.09,28.3,58.88
219,2020/5/1 12:30,60.6,2.03,1.4,5.99,28.3,58.81
220,2020/5/1 12:40,60.5,2.03,1.4,6.21,28.08,57.8
221,2020/5/1 12:50,59.45,2.03,1.4,6.1,27.88,55.83
222,2020/5/1 13:00,59.0,2.03,1.4,5.63,28.08,55.04
223,2020/5/1 13:10,58.95,2.03,1.4,5.71,28.3,54.25
224,2020/5/1 13:20,58.8,2.03,1.4,5.93,28.41,56.62
225,2020/5/1 13:30,59.1,2.03,1.4,6.13,28.31,57.62
226,2020/5/1 13:40,58.9,2.03,1.4,5.93,28.41,56.47
227,2020/5/1 13:50,59.2,2.03,1.4,6.24,28.21,58.19
228,2020/5/1 14:00,59.3,2.03,1.4,6.04,28.1,54.89
229,2020/5/1 14:10,58.75,2.03,1.4,5.93,27.88,57.41
230,2020/5/1 14:20,59.45,2.03,1.4,5.6,28.52,56.12
231,2020/5/1 14:30,59.15,2.03,1.4,6.28,28.21,56.59
232,2020/5/1 14:40,58.65,2.03,1.4,5.97,28.1,55.29
233,2020/5/1 14:50,58.5,2.03,1.4,5.84,28.1,59.39
234,2020/5/1 15:00,59.7,2.03,1.4,5.74,28.52,57.34
235,2020/5/1 15:10,59.36,2.03,1.4,6.5,28.1,54.51
236,2020/5/1 15:20,59.0,2.03,1.4,5.82,27.98,55.52
237,2020/5/1 15:30,58.61,2.03,1.4,5.82,28.2,52.88
238,2020/5/1 15:40,58.3,2.03,1.4,5.83,28.3,55.51
239,2020/5/1 15:50,58.65,2.03,1.3,6.18,28.21,55.06
240,2020/5/1 16:00,58.65,2.03,1.3,6.05,28.21,54.81
241,2020/5/1 16:10,58.99,2.03,1.3,6.05,28.1,56.22
242,2020/5/1 16:20,59.6,2.03,1.3,6.04,28.1,56.57
243,2020/5/1 16:30,60.0,2.03,1.4,5.94,28.3,56.59
244,2020/5/1 16:40,61.06,2.03,1.4,6.04,28.52,58.04
245,2020/5/1 16:50,60.5,2.03,1.4,6.37,27.99,55.81
246,2020/5/1 17:00,60.15,2.03,1.4,5.92,27.98,56.0
247,2020/5/1 17:10,60.25,2.03,1.4,5.81,28.2,56.08
248,2020/5/1 17:20,60.15,2.03,1.4,5.92,28.43,56.53
249,2020/5/1 17:30,60.16,2.03,1.4,6.24,28.21,56.61
250,2020/5/1 17:40,60.15,2.03,1.4,6.03,28.21,56.51
251,2020/5/1 17:50,60.0,2.03,1.4,6.03,28.1,56.18
252,2020/5/1 18:00,60.0,2.03,1.4,6.03,28.1,56.44
253,2020/5/1 18:10,60.15,2.03,1.4,5.93,28.2,57.09
254,2020/5/1 18:20,60.65,2.03,1.4,5.93,28.3,57.61
255,2020/5/1 18:30,61.35,2.03,1.4,6.04,28.41,58.46
256,2020/5/1 18:40,62.15,2.03,1.4,6.25,28.31,59.23
257,2020/5/1 18:50,62.51,2.03,1.51,6.25,28.21,59.2
258,2020/5/1 19:00,62.7,2.03,1.51,5.94,28.31,59.27
259,2020/5/1 19:10,62.75,2.03,1.51,6.04,28.31,59.14
260,2020/5/1 19:20,62.75,2.03,1.51,6.04,28.31,58.4
261,2020/5/1 19:30,62.7,2.03,1.51,6.14,28.21,58.38
262,2020/5/1 19:40,61.75,2.03,1.51,6.04,27.99,58.39
263,2020/5/1 19:50,61.2,2.03,1.51,5.94,27.99,57.74
264,2020/5/1 20:00,61.35,2.03,1.51,5.72,28.41,57.61
265,2020/5/1 20:10,61.4,2.03,1.51,6.16,28.31,57.73
266,2020/5/1 20:20,60.81,2.03,1.51,6.18,27.99,57.43
267,2020/5/1 20:30,60.79,2.03,1.51,5.78,27.98,56.54
268,2020/5/1 20:40,60.0,2.03,1.4,6.0,28.08,52.24
269,2020/5/1 20:50,59.15,2.03,1.4,5.9,27.98,51.39
270,2020/5/1 21:10,58.45,2.01,1.31,5.94,28.24,50.73
271,2020/5/1 21:20,58.6,2.01,1.31,5.94,28.24,50.38
272,2020/5/1 21:30,58.75,2.01,1.31,5.94,28.24,50.1
273,2020/5/1 21:40,58.9,2.01,1.31,5.94,28.24,50.31
274,2020/5/1 21:50,59.1,2.01,1.31,6.04,28.24,50.55
275,2020/5/1 22:00,59.3,2.01,1.31,6.04,28.24,49.98
276,2020/5/1 22:10,58.95,2.01,1.31,6.04,28.24,49.17
277,2020/5/1 22:20,59.15,2.01,1.31,6.04,28.02,47.96
278,2020/5/1 22:30,59.4,2.01,1.31,5.94,28.02,46.95
279,2020/5/1 22:40,59.55,2.01,1.31,5.94,28.12,46.42
280,2020/5/1 22:50,59.55,2.01,1.31,6.05,28.02,46.74
281,2020/5/1 23:00,59.65,2.01,1.31,5.94,28.14,47.65
282,2020/5/1 23:10,59.95,2.01,1.31,5.94,28.36,48.48
283,2020/5/1 23:20,60.05,2.01,1.31,6.04,28.36,48.54
284,2020/5/1 23:30,59.45,2.01,1.31,6.15,28.24,48.97
285,2020/5/1 23:40,59.25,2.01,1.31,6.04,28.14,49.6
286,2020/5/1 23:50,58.95,2.01,1.31,5.82,28.14,50.93
287,2020/5/2 00:00,58.85,2.01,1.31,5.93,28.24,51.19
288,2020/5/2 00:10,58.7,2.01,1.31,5.93,28.34,51.96
289,2020/5/2 00:20,58.7,2.01,1.31,5.93,28.34,52.08
290,2020/5/2 00:30,58.65,2.01,1.31,6.03,28.24,52.05
291,2020/5/2 00:40,58.75,2.01,1.31,6.03,28.24,51.93
292,2020/5/2 00:50,58.81,2.01,1.31,6.03,28.24,52.12
293,2020/5/2 01:00,58.85,2.01,1.31,6.03,28.34,52.3
294,2020/5/2 01:10,59.1,2.01,1.31,6.03,28.34,52.45
295,2020/5/2 01:20,59.55,2.01,1.31,6.03,28.34,52.55
296,2020/5/2 01:30,59.25,2.01,1.31,6.03,28.24,52.43
297,2020/5/2 01:40,59.4,2.01,1.31,6.03,28.24,52.29
298,2020/5/2 01:50,58.95,2.01,1.31,6.03,28.14,52.56
299,2020/5/2 02:00,58.75,2.01,1.31,6.03,28.14,52.63
300,2020/5/2 02:10,59.0,2.01,1.31,5.92,28.24,52.68
301,2020/5/2 02:20,59.0,2.01,1.31,6.03,28.24,52.59
302,2020/5/2 02:30,58.75,2.01,1.31,6.03,28.24,52.52
303,2020/5/2 02:40,58.0,2.01,1.31,6.03,28.14,52.42
304,2020/5/2 02:50,57.85,2.01,1.31,5.92,28.01,52.55
305,2020/5/2 03:00,58.15,2.01,1.31,5.8,28.24,52.52
306,2020/5/2 03:10,58.56,2.01,1.31,6.03,28.44,53.12
307,2020/5/2 03:20,58.85,2.01,1.31,6.13,28.34,52.06
308,2020/5/2 03:30,58.85,2.01,1.31,6.13,28.24,51.86
309,2020/5/2 03:40,58.45,2.01,1.31,6.11,27.91,51.72
310,2020/5/2 03:50,58.5,2.01,1.31,5.7,28.15,52.66
311,2020/5/2 04:00,58.7,2.01,1.31,6.05,28.27,51.82
312,2020/5/2 04:10,58.9,2.01,1.31,5.95,28.37,51.69
313,2020/5/2 04:20,58.65,2.01,1.31,6.18,28.17,51.79
314,2020/5/2 04:30,58.6,2.01,1.31,5.95,28.17,51.52
315,2020/5/2 04:40,58.5,2.01,1.31,6.05,28.17,51.28
316,2020/5/2 04:50,58.25,2.01,1.31,6.05,28.07,51.27
317,2020/5/2 05:00,58.45,2.01,1.31,5.95,28.07,51.09
318,2020/5/2 05:10,58.56,2.01,1.31,5.95,28.07,51.11
319,2020/5/2 05:20,58.81,2.01,1.31,5.95,28.17,50.82
320,2020/5/2 05:30,58.51,2.01,1.31,5.95,28.17,51.1
321,2020/5/2 05:40,58.65,2.01,1.31,5.95,28.17,50.61
322,2020/5/2 05:50,58.75,2.01,1.31,5.95,28.17,51.22
323,2020/5/2 06:00,58.5,2.01,1.31,6.05,28.17,51.52
324,2020/5/2 06:10,58.8,2.01,1.31,5.92,28.27,52.03
325,2020/5/2 06:20,58.95,2.01,1.31,6.05,28.39,51.86
326,2020/5/2 06:30,58.65,2.01,1.31,6.25,28.07,51.98
327,2020/5/2 06:40,58.6,2.01,1.31,5.92,27.95,52.11
328,2020/5/2 06:50,58.81,2.01,1.31,5.8,28.15,52.4
329,2020/5/2 07:00,58.81,2.01,1.31,5.9,28.37,53.33
330,2020/5/2 07:10,58.95,2.01,1.31,6.01,28.37,51.37
331,2020/5/2 07:20,58.81,2.01,1.31,6.01,28.27,53.0
332,2020/5/2 07:30,58.71,2.01,1.31,6.01,28.17,53.52
333,2020/5/2 07:40,58.81,2.01,1.31,5.9,28.28,54.97
334,2020/5/2 07:50,59.6,2.01,1.31,6.02,28.39,56.12
335,2020/5/2 08:00,59.31,2.01,1.31,6.0,28.27,57.45
336,2020/5/2 08:10,59.31,2.01,1.31,6.24,27.92,55.97
337,2020/5/2 08:20,59.4,2.01,1.31,5.84,28.15,56.42
338,2020/5/2 08:30,59.15,2.01,1.31,6.11,28.05,54.8
339,2020/5/2 08:40,59.51,2.01,1.31,5.97,28.15,55.41
340,2020/5/2 08:50,59.2,2.01,1.31,6.08,28.15,55.14
341,2020/5/2 09:00,58.95,2.01,1.31,5.97,28.12,56.06
342,2020/5/2 09:10,58.75,2.01,1.31,5.87,28.24,54.04
343,2020/5/2 09:20,58.95,2.01,1.31,5.75,28.5,54.96
344,2020/5/2 09:30,58.75,2.01,1.31,6.25,28.24,55.95
345,2020/5/2 09:40,58.5,2.01,1.31,6.15,28.02,56.82
346,2020/5/2 09:50,58.45,2.01,1.31,5.93,28.02,56.77
347,2020/5/2 10:00,58.6,2.01,1.31,5.83,28.34,57.06
348,2020/5/2 10:10,58.95,2.01,1.31,6.19,28.31,57.92
349,2020/5/2 10:20,59.0,2.01,1.31,6.08,28.21,59.84
350,2020/5/2 10:30,59.35,2.01,1.31,6.08,28.21,61.59
351,2020/5/2 10:40,59.45,2.01,1.31,5.98,28.21,61.32
352,2020/5/2 10:50,59.7,2.01,1.31,6.08,28.31,62.87
353,2020/5/2 11:00,60.2,2.01,1.31,6.08,28.21,64.14
354,2020/5/2 11:10,61.2,2.01,1.42,6.05,28.21,64.66
355,2020/5/2 11:20,62.11,2.01,1.42,5.94,28.56,64.8
356,2020/5/2 11:30,62.25,2.01,1.42,6.38,28.08,65.28
357,2020/5/2 11:40,61.95,2.01,1.42,6.16,27.95,65.44
358,2020/5/2 11:50,62.5,2.01,1.42,5.82,28.21,65.3
359,2020/5/2 12:00,62.35,2.01,1.53,5.96,28.2,65.67
360,2020/5/2 12:10,62.9,2.01,1.53,5.96,28.31,65.64
361,2020/5/2 12:20,62.9,2.01,1.53,6.11,28.31,66.24
362,2020/5/2 12:30,62.9,2.01,1.53,5.88,28.3,66.09
363,2020/5/2 12:40,62.95,2.01,1.53,5.98,28.3,66.73
364,2020/5/2 12:50,63.55,2.01,1.53,5.98,28.3,66.49
365,2020/5/2 13:00,63.45,2.01,1.53,6.1,28.3,66.12
366,2020/5/2 13:10,63.7,2.01,1.53,6.1,28.3,67.38
367,2020/5/2 13:20,64.35,2.01,1.53,6.01,28.41,69.2
368,2020/5/2 13:30,64.9,2.01,1.53,6.12,28.41,68.83
369,2020/5/2 13:40,64.95,2.01,1.53,6.13,28.2,68.74
370,2020/5/2 13:50,64.85,2.01,1.63,6.13,28.1,68.04
371,2020/5/2 14:00,64.15,2.01,1.63,6.03,27.99,66.72
372,2020/5/2 14:10,63.75,2.01,1.63,5.89,27.99,65.92
373,2020/5/2 14:20,63.55,2.01,1.63,5.88,28.12,66.25
