Date,DO_Areation_1,PH_Areation_1,ORP_Areation_1,MLSS_Areation_1,DO_Areation_2,PH_Areation_2,ORP_Areation_2,MLSS_Areation_2,DO_Anoxic_1,PH_Anoxic_1,ORP_Anoxic_1,MLSS_Anoxic_1,DO_Anoxic_2,PH_Anoxic_2,ORP_Anoxic_2,MLSS_Anoxic_2,TOC_in_total,TOC_in_735,TOC_in_711,TOC_in_707,TOC_in_703,TOC_out,water_quantity
2014/12/21,5.3,6.1,326,5410,3.4,6.3,154,6575,0,6.7,409,6590,0,7.3,500,6010,62,,,,,4.7,
2014/12/22,5.4,6.3,326,5330,2.6,6.5,137,6215,0,6.9,416,6735,0,7.8,500,6170,68,,,,,4.7,
2014/12/23,6,6.3,343,5549,3.6,6.5,145,6390,0,6.9,417,6790,0,7.9,500,6100,60,,,,,5.4,
2014/12/24,6.1,6.3,344,5570,4.2,6.5,153,6570,0,6.9,418,6680,0,7.9,500,6270,60,,,,,5.2,
2014/12/25,5.4,6.3,331,5425,2.7,6.5,128,6735,0,6.9,418,6540,0,8.1,500,6320,55,,,,,5,
2014/12/26,6.4,6.2,345,5540,3.3,6.4,145,6805,0,6.8,411,6730,0,7.6,500,6207,61,,,,,5,
2014/12/27,5.2,6.2,327,5625,2.4,6.4,134,6730,0,6.9,414,6990,0,7.9,500,6275,59,,,,,5.4,
2014/12/28,5,6.2,334,5970,2.8,6.4,148,7625,0,6.9,404,6955,0,7.5,500,6740,60,,,,,4.5,
2014/12/29,6.4,6.4,337,5840,3.5,6.6,141,6945,0,6.8,414,6935,0,7.7,500,6785,58,,,,,4.7,
2014/12/30,6.4,6.4,338,5535,4.4,6.5,157,6395,0,6.8,410,6980,0,7.1,500,6835,62,,,,,4.8,
2014/12/31,6.3,6.3,352,5860,6.2,6.5,168,7015,0,6.7,410,7165,0,8.1,500,6370,59,,,,,4.4,
2015/1/1,7.4,6.4,357,5815,6,6.4,170,6610,0,6.7,405,7060,0,7.5,500,6470,54,,,,,4.5,
2015/1/2,7.7,6.4,354,5785,6.1,6.4,168,6270,0,6.7,401,7024,0,7.4,500,6780,63,,,,,4.3,
2015/1/3,7,6.3,350,5780,5.4,6.4,163,6640,0,6.7,408,7180,0,7.7,500,6260,66,,,,,4.3,
2015/1/4,7,6.4,353,5815,5.7,6.4,163,6725,0,6.7,413,7097,0,7.8,500,6265,64,,,,,4.4,
2015/1/5,6.8,6.5,340,5727,6,6.5,158,6744,0,6.8,421,6955,0,7.9,500,6103,59,,,,,4.5,
2015/1/6,6.8,6.3,349,5875,6.1,6.4,160,6990,0,6.7,413,7020,0,8.1,500,6180,52,,,,,4.5,
2015/1/7,4.8,6.3,335,5735,5.8,6.4,168,6865,0,6.6,410,6980,0,8.2,500,6260,61,,,,,4.1,
2015/1/8,4.9,6.3,335,5870,6.9,6.5,168,6950,0,6.7,405,6990,0,7.7,500,6310,58,,,,,4.4,
2015/1/9,6.2,6.3,347,5940,6.6,6.4,170,6555,0,6.6,405,6960,0,7.3,500,6515,61,,,,,4.7,
2015/1/10,5.2,6.4,310,5750,3.2,6.4,154.5,6555,0,6.7,415,6850,0,7.5,500,6165,64,,,,,4.4,
2015/1/11,5.8,6.3,327,5715,2.2,6.4,138,6595,0,6.7,411,7035,0,7.5,500,6240,58,,,,,4.6,
2015/1/12,4.8,6.3,310,5755,6.1,6.4,165,6455,0,6.7,411,7150,0,7.4,500,6265,67,,,,,4.6,
2015/1/13,6.3,6.3,332,5665,6.1,6.4,165,6400,0,6.7,414,7060,0,7.2,500,6070,56,,,,,4.7,
2015/1/14,7.1,6.3,346,5715,6.4,6.4,168.3,6590,0,6.7,406,6900,0,6.4,500,6400,58,,,,,4.7,
2015/1/15,3.1,6.3,290,6055,6.6,6.4,165.8,6415,0,6.7,410,7055,0,6.5,500,6165,64,,,,,4.8,
2015/1/16,5.3,6.2,326,5975,6.2,6.3,171.5,7180,0,6.6,402,7010,0,6.6,500,6105,65,,,,,5.3,
2015/1/17,7.2,6.3,342,5880,5.9,6.3,165,6930,0,6.6,406,6870,0,6.9,500,6705,64,,,,,4.9,
2015/1/18,6.8,6.2,336,5785,5.7,6.3,163,6095,0,6.7,404,7015,0,7.8,500,6045,52,,,,,4.9,
2015/1/19,6.9,6.3,330,5820,5.6,6.4,160,6805,0,6.7,412,6865,0,8,500,6100,55,,,,,4.8,
2015/1/20,6.6,6.4,324,5970,5.3,6.4,135,6665,0,6.7,414,6912,0,7.3,500,6012,58,,,,,4.8,
2015/1/21,7.1,6.3,335,6014,5.9,6.4,138,6570,0,6.7,410,6715,0,6.7,500,6150,55,,,,,4.5,
2015/1/22,6.6,6.4,319,5901,5.8,6.4,139,6475,0,6.8,414,6850,0,6.2,500,6040,51,,,,,4.6,
2015/1/23,6.7,6.2,336,5570,6,6.3,141,6605,0,6.6,402,6810,0,6.1,500,6072,53,,,,,4.7,
2015/1/24,6.3,6.3,319,5925,5.7,6.3,144,6685,0,6.7,415,6790,0,6,500,5895,55,,,,,4.6,
2015/1/25,6,6.2,319,5630,5.7,6.3,143,6225,0,6.7,412,6930,0,6,500,5940,61,,,,,4.7,
2015/1/26,6.3,6.3,321,5335,6.2,6.4,133,6015,0,6.7,417,6655,0,6.2,500,5985,50,,,,,5.1,
2015/1/27,6.4,6.3,329,5535,6.4,6.4,137,6551,0,6.8,420,6580,0,6,500,5895,50,,,,,4.1,
2015/1/28,6.2,6.3,315,5425,3.4,6.4,120,6360,0,6.7,410,6780,0,8.1,500,5850,67,,,,,4.2,
2015/1/29,5.3,6.2,325,5615,4.5,6.3,137,6700,0,6.8,410,6805,0,7.7,500,5970,72,,,,,4.6,
2015/1/30,5,6.1,329,5670,4.2,6.2,141,8115,0,6.6,407,6790,0,7.9,500,6045,64,,,,,7.1,
2015/1/31,6.2,6.3,342,5950,5,6.4,135,6305,0,6.7,287,6480,0,7.8,500,6560,52,,,,,7.5,
2015/2/1,4.2,6.3,314,5770,4,6.3,135,7150,0,6.7,403,6560,0,8.1,500,6125,65,,,,,7.3,
2015/2/2,4,6.3,313,5740,3.8,6.4,125,6450,0,6.7,409,6645,0,8.2,500,6145,64,,,,,4.4,
2015/2/3,5.3,6.3,327,5650,4.7,6.4,127,6874,0,6.7,407,6520,0,8.4,500,6175,59,,,,,3.9,
2015/2/4,5,6.2,328,5870,3.6,6.3,128,6839,0,6.6,404,6550,0,8.2,500,6165,62,,,,,4.5,
2015/2/5,5.3,6.2,337,5555,3.1,6.2,119,6823,0,6.6,405,6460,0,7.2,500,6009,58,,,,,4.3,
2015/2/6,4.5,6.2,327,5665,3.4,6.2,230,6795,0,6.6,404,6290,0,8.1,500,5930,60,,,,,5,
2015/2/7,4.9,6.2,328,5720,3.6,6.3,121,6720,0,6.6,406,6445,0,8.2,500,6085,60,,,,,4.1,
2015/2/8,5.3,6.2,334,5810,4.2,6.3,132,6415,0,6.6,405,6220,0,8.5,500,6330,60,,,,,4.3,
2015/2/9,4.7,6.1,326,5790,3.2,6.2,130,6560,0,6.6,401,6320,0,8.2,500,6210,63,,,,,4.7,
2015/2/10,4.7,6.2,322,5730,3.1,6.2,115,6652,0,6.6,407,6125,0,8.6,500,6080,61,,,,,3.9,
2015/2/11,4.8,6.2,325,5840,3.3,6.3,125,6765,0,6.6,407,6100,0,8.1,500,6030,63,,,,,4.1,
2015/2/12,3.8,6.3,308.8,5810,2.2,6.3,111,6455,0,6.7,414,5865,0,8.1,500,6130,62,,,,,3.9,
2015/2/13,4.4,6.2,321.5,5905,3.2,6.3,127.5,6570,0,6.7,411,5925,0,8.6,500,6195,61,,,,,4.3,
2015/2/14,3.8,6,308.3,5912,2.8,6.3,111.3,6445,0,6.6,410,5880,0,7.6,500,6090,63,,,,,4.8,
2015/2/15,6,6.3,339,6235,2.1,6.2,118.8,6470,0,6.7,413,5910,0,7.7,500,6080,64,,,,,5.1,
2015/2/16,5.4,6.3,342,6340,3.5,6.3,132.8,7140,0,6.7,415,5780,0,8.3,500,6100,67,,,,,4.9,
2015/2/17,6.1,6.2,344.3,5956,3.8,6.2,139.5,7175,0,6.6,411,5830,0,8.4,500,6350,69,,,,,5,
2015/2/18,6.8,6.3,346.8,5929,3.7,6.2,139.3,6300,0,6.6,413,5630,0,8.8,500,6235,60,,,,,5.1,
2015/2/19,7,6.1,357,6023,3.8,6.2,143,6793,0,6.6,407,5430,0,8.5,500,6110,55,,,,,4.8,
2015/2/20,7.4,6.1,363,5979,3.9,6.2,146,6649,0,6.5,402,5480,0,8.6,500,6535,61,,,,,5.5,
2015/2/21,6.9,6.2,352.3,5894,3,6.2,121.3,6950,0,6.6,412,5325,0,8.8,500,6070,62,,,,,4.5,
2015/2/22,5.4,6.2,355.3,6352,2.48,6.1,117.3,6700,0,6.6,407,5275,0,8.6,500,5910,61,,,,,5,
2015/2/23,7.1,6.2,359,6368,2.3,6.1,120,6911,0,6.6,408,5077,0,7.8,500,6160,56,,,,,4.8,
2015/2/24,6.4,6.2,352.5,6376,3.16,6.1,116.3,6520,0,6.6,406,5300,0,7.9,500,6030,58,,,,,4.5,
2015/2/25,7.4,6.2,356.8,5864,3.1,6.2,135,6600,0,6.6,408,5220,0,8.1,500,5950,65,,,,,4.8,
2015/2/26,6.9,6.3,354,5799,3.1,6.3,125,6520,0,6.6,408,5060,0,7.3,500,6195,74,,,,,4.4,
2015/2/27,6.9,6.2,360,6200,2.8,6.1,128,6755,0,6.6,406,5175,0,7.5,500,5740,72,,,,,4.8,
2015/2/28,6.3,6.1,360,5990,2.6,6.1,119,6510,0,6.6,405,5110,0,7.6,500,5655,72,,,,,4.7,
2015/3/1,7.1,6.3,357,7260,3.5,6.2,138,7110,0,6.7,408,5040,0,7.8,500,5685,,,,,,4.5,
2015/3/2,6.9,6.2,361,5765,2.3,6.2,115,6670,0,6.7,409,5050,0,8.5,500,5650,69,,,,,3.8,
2015/3/3,7.7,6.3,361.8,5865,4.1,6.3,133,6460,0,6.7,403,5375,0,7.2,500,5645,60,,,,,4.2,
2015/3/4,6.7,6.3,361,6735,2.6,6.3,110,6280,0,6.7,406,4935,0,7.4,500,5535,62,,,,,4.1,
2015/3/5,7.9,6.3,366.3,6975,5.4,6.2,144,6435,0,6.7,405,6085,0,6.9,500,6045,62,,,,,4.4,
2015/3/6,7.7,6.3,365.1,6885,2.7,6.2,154,6321,0,6.7,407,6011,0,7.1,500,6145,61,,,,,4.2,
2015/3/7,6.4,6.3,354.3,6340,3.1,6.2,130.5,6595,0,6.4,409,4950,0,8,500,5500,64,,,,,7.6,
2015/3/8,6.2,7,360,7175,4.1,6.2,141,7420,0,6.6,407,4925,0,7.4,500,6110,64,,,,,7.7,
2015/3/9,6.3,6.2,356.2,5810,2.6,6.2,126,6390,0,6.6,408,4930,0,8,500,5565,64,,,,,8.2,
2015/3/10,6.4,6.2,361,6950,3.6,6.2,128,6870,0,6.6,407,5010,0,7.8,500,5864,60,,,,,7,
2015/3/11,6.2,6.2,356.3,6875,2.3,6.2,108.8,6380,0,6.7,407,5080,0,7.7,500,5740,63,,,,,7.4,
2015/3/12,6.5,6.3,353,7460,3.2,6.2,132,7195,0,6.6,407,5260,0,7.4,500,6195,63,,,,,7.2,
2015/3/13,6.1,6.1,359,7411,2.5,6.2,127,7170,0,6.6,407,5270,0,8.3,500,5920,71,,,,,7.6,
2015/3/14,6,6.3,346,7259,1.6,6.2,100,7150,0,6.6,411,5305,0,7.7,500,5855,68,,,,,8,
2015/3/15,5.6,6.6,319,6290,2.4,6.2,131.5,7010,0,6.6,410,5255,0,7.7,500,5785,73,,,,,8.1,
2015/3/16,5.3,6.2,326,6555,3.6,6.1,149,7274,0,6.5,404,5140,0,7.5,500,6160,75,,,,,7.9,
2015/3/17,5.5,6.3,334,6645,3,6.2,132.1,7720,0,6.6,408,5291,0,7.5,500,5965,68,,,,,8.1,
2015/3/18,4.8,6,324,5830,2.7,6,127,8020,0,6.5,407,4725,0,6.8,500,5270,78,,,,,8.2,
2015/3/19,4.1,6.6,292,6255,3.4,6.5,110,7290,0,6.8,425,4985,0,7.2,500,5635,66,,,,,7.9,
2015/3/20,3.9,6.7,276,5785,2.9,6.2,121,6855,0,6.6,412,5020,0,7.1,500,5680,76,,,,,8.1,
2015/3/21,4.1,6.6,281,5895,3.1,6.4,118,6951,0,6.5,421,5010,0,7.1,500,5650,62,,,,,8.1,
2015/3/22,4,6.5,311,5910,3,6.3,119,7133,0,6.5,415,5126,0,7.1,500,5761,73,,,,,8.8,
2015/3/23,5.7,6.9,212.5,5745,4.7,6.2,126.8,6370,0,6.8,408,4545,0,7,500,5540,70,,,,,8.3,
2015/3/24,5.9,6.8,252,5770,4.4,6.3,125,6977,0,6.8,414,4600,0,7.6,500,5175,73,,,,,8.6,
2015/3/25,6.3,7.1,211,5900,4.4,6.3,126,6210,0,6.8,403,4520,0,7.8,500,4855,71,,,,,8.1,
2015/3/26,5.4,7.5,187,5775,4.5,6.2,125,6450,0,6.8,405,4580,0,7.9,500,4885,75,,,,,8.3,
2015/3/27,4.5,6.6,197,5665,0.7,6.1,6.5,6255,0,6.7,384,4410,0,7.1,500,5430,79,,,,,8.2,
2015/3/28,3.2,7.2,183,5770,0.7,6.2,21.5,6340,0,6.7,376,4630,0,7.1,500,5035,76,,,,,8.7,
2015/3/29,6.7,8.2,79,5720,4.7,6.3,170,6350,0,6.7,378,4590,0,7,500,5325,77,,,,,8.3,
2015/3/30,4.8,7.4,310,5780,0.7,6.2,50,6344,0,6.7,375,4610,0,7.3,500,4345,73,,,,,8,
2015/3/31,4.5,7.2,245.5,5880,0.7,7.3,38,6145,0,6.8,392,4520,0,7.5,500,4095,70,,,,,8.5,
2015/4/1,4.5,7.1,325,5865,0.9,7.2,31,6335,0,6.7,391,4280,0,7,500,3785,65,,,,,7.6,
2015/4/2,5.8,7.3,388,5930,2.7,7.3,148.5,6930,0,6.7,395,4325,0,7,500,3800,59,,,,,7.5,
2015/4/3,5.9,7.2,381,5796,2.4,7.3,130,6820,0,6.7,393,4505,0,7,500,3875,61,,,,,7.8,
2015/4/4,5.5,7.2,289.3,5620,2,7.1,120.5,7000,0,6.7,393,4545,0,7,500,3755,66,,,,,8,
2015/4/5,5.3,7.2,376,5980,2.1,7.1,123,6980,0,6.7,392,4520,0,7,500,3715,60,,,,,7.9,
2015/4/6,5.9,7.4,175,5990,2.9,7.3,134.5,6815,0,6.8,399,4295,0,7.4,500,3710,75,,,,,7.2,
2015/4/7,6.8,7.5,21,6100,4.9,7.4,139,6835,0,6.8,385,4500,0,7.2,500,3490,47,,,,,5.2,
2015/4/8,6.5,7.3,249.8,6170,2.6,7.2,135.5,6705,0,6.7,381,4880,0,7.9,500,3860,51,,,,,5.4,
2015/4/9,6.3,7.3,48,6140,3.2,7.1,137,6605,0,6.6,384,4670,0,7.4,500,3958,66,,,,,6.9,
2015/4/10,6.3,7.3,54,6155,3.1,7.2,132,6659,0,6.7,386,4520,0,7.4,500,3995,64,,,,,6.7,
2015/4/11,6.5,7.3,64,6165,2,7.2,103.5,6540,0,6.7,388,4750,0,8,500,4185,65,,,,,6.8,
2015/4/12,6.6,7.3,37.5,6190,3.1,7.3,122,7080,0,6.7,382,4615,0,8.3,500,3980,68,,,,,6.9,
2015/4/13,7,7.4,56,6240,2.5,7.3,117,6975,0,6.7,376,4920,0,8,500,4105,64,,,,,6.9,
2015/4/14,6.9,7.4,56,6310,3,7.2,127.5,7400,0,6.7,385,4655,0,8.4,500,4015,62,,,,,5.7,
2015/4/15,6.6,7.4,58,6275,2.4,7.3,121,7185,0,6.7,386,4825,0,8.5,500,4020,58,,,,,6.1,
2015/4/16,6.4,7.3,58,6315,1,7.3,17,7310,0,6.7,381,4780,0,8.7,500,4010,53,,,,,6.2,
2015/4/17,6,7.3,75,6366,1.1,7.2,31,7101,0,6.7,385,4790,0,8.4,500,4267,60,,,,,6.3,
2015/4/18,5.8,7.2,18,6845,0.8,7.2,14.8,7445,0,6.7,385,4915,0,8,500,4640,63,,,,,7,
2015/4/19,5.6,7.1,17,7345,0.8,7,55,7940,0,6.6,379,4855,0,7.3,500,4980,63,,,,,6.9,
2015/4/20,5.7,7.2,17.5,6500,0.7,7.2,4.3,7790,0,6.6,383,4895,0,7.6,500,4740,63,,,,,6.7,
2015/4/21,5.8,7.1,33,6830,1.9,6.9,133,7721,0,6.5,372,4845,0,7,500,4958,72,,,,,6.7,
2015/4/22,5.7,7.2,42,6680,0.7,7.1,41.8,7707,0,6.6,357,4783,0,7.4,500,4913,68,,,,,6.3,
2015/4/23,6,7.2,58,7510,0.6,7.2,35.3,7530,0,6.7,382,4990,0,7.5,500,4880,64,,,,,6.5,
2015/4/24,5.1,7.2,17.5,6550,0.5,7.3,16.8,7685,0,6.7,386,4865,0,7.5,500,4385,70,,,,,6.5,
2015/4/25,5.8,7.2,17.3,6712,0.4,7.2,11.5,7155,0,6.6,377,4900,0,7.7,500,4375,63,,,,,5.9,
2015/4/26,5.6,7.2,46,6685,0.6,7.2,3.3,8335,0,6.6,380,4845,0,7.9,500,4180,63,,,,,7,
2015/4/27,5.3,7.3,63.9,6785,0.6,7.4,10.5,7950,0,6.8,393,4890,0,7.9,500,4180,54,,,,,6.3,
2015/4/28,5,7.2,50.8,6645,0.4,7.3,15.3,7849,0,6.7,386,4755,0,7.6,500,4338,63,,,,,6.3,
2015/4/29,5.4,7.3,76,6860,0.5,7.5,67,7335,0,6.8,392,4782,0,7.8,500,4300,66,,,,,6.8,
2015/4/30,4.7,7.1,215,6720,0.7,7.1,8.5,8745,0,6.6,381,4880,0,7.2,500,4120,64,,,,,7,
2015/5/1,4.6,7.1,48,6945,0.6,7.1,32.3,8135,0,6.6,379,5070,0,7.4,500,4500,63,,,,,6.6,
2015/5/2,3.6,7,2,6775,0.4,7.2,49,7785,0,6.6,381,5005,0,7.3,500,4360,64,,,,,6.7,
2015/5/3,3.3,7,176,6725,0.5,7.1,45,7990,0,6.6,379,5005,0,7,500,4440,64,,,,,6.5,
2015/5/4,4.4,7.1,17.5,6930,0.6,7.2,8.3,8600,0,6.6,386,4875,0,7.6,500,4265,57,,,,,6.6,
2015/5/5,3.4,7.1,17.8,6970,0.6,7.3,12.3,7910,0,6.7,391,5090,0,7.4,500,4103,55,,,,,6.6,
2015/5/6,6.6,7.2,17.3,8115,0.5,7.3,47,8170,0,6.6,388,4910,0,7.9,500,3750,41,,,,,6.4,
2015/5/7,3.6,7.1,2.8,7085,0.4,7.3,33,8355,0,6.6,380,5070,0,7.7,500,3665,58,,,,,6.4,
2015/5/8,3.4,7.1,17.5,7135,0.5,7.3,33.5,8170,0,6.6,387,4980,0,7.5,500,3715,58,,,,,6.7,
2015/5/9,3.8,7.2,17.6,7456,0.5,7.3,34,8225,0,6.6,385,4975,0,7.6,500,3704,59,,,,,6.9,
2015/5/10,3.7,7.1,17.5,7325,0.4,7.3,18.3,8575,0,6.7,381,4956,0,7.5,500,3689,59,,,,,7,
2015/5/11,3.4,7.1,43,7105,0.5,7.4,37.3,8875,0,6.6,370,5250,0,7.5,500,3470,59,,,,,6.9,
2015/5/12,3.6,7.2,17,7250,0.5,7.3,24,9065,0,6.6,381,4992,0,7.5,500,3815,59,,,,,6.2,
2015/5/13,3.5,7.1,17,7315,0.5,7.4,26.3,8770,0,6.7,379,5108,0,7.5,500,3755,61,,,,,6.3,
2015/5/14,3.6,7,17,7793,0.5,7.1,26,9110,0,6.4,351,5510,0,7.5,500,4140,59,,,,,6.4,
2015/5/15,3.6,7,17.3,7770,0.7,7.1,29,9140,0,6.4,355,5380,0,6.9,500,4190,55,,,,,6.6,
2015/5/16,3.5,7,17,7820,5,7.2,25,9060,0,6.6,366,5420,0,7,500,4210,56,,,,,6.5,
2015/5/17,3.6,7,15,9910,0.4,7.2,39,8640,0,6.5,358,5240,0,7.3,500,4040,56,,,,,6.6,
2015/5/18,2.3,7.1,16,8895,0.4,7.3,15.8,8955,0,6.6,365,5505,0,7.2,500,3825,57,,,,,7.3,
2015/5/19,2.3,7.1,17.1,8615,0.5,7.4,32.3,8985,0,6.7,368,5600,0,7.4,500,3615,55,,,,,6.2,
2015/5/20,2.3,7,16.5,8786,0.5,7.3,10,8881,0,6.6,364,5566,0,7.2,500,3765,56,,,,,6.3,
2015/5/21,2.3,7.1,16.8,8615,0.5,7.3,11,8966,0,6.6,361,5420,0,7.3,500,3825,56,,,,,6.2,
2015/5/22,2.4,6.9,17,8365,0.5,7.2,28.5,8730,0,6.5,354,5505,0,6.9,500,3430,60.197,,,,,7.1,
2015/5/23,2.5,7,17.5,8030,0.6,7.4,32.5,8495,0,6.6,359,5400,0,7,500,3340,58.593,,,,,6.2,
2015/5/24,2.6,7,17.3,8775,0.5,7.4,62,8805,0,6.6,361,5425,0,7.3,500,3250,57.6,,,,,6.8,
2015/5/25,2.5,7,17.1,8662,0.6,7.3,45,8602,0,6.5,360,5405,0,7.1,500,3350,59.6,,,,,6.9,
2015/5/26,2.8,7,17.3,8640,0.6,7.3,55,8310,0,6.6,358,5295,0,7.2,500,3006,58.295,,,,,6.9,
2015/5/27,3.1,7,17.3,8800,0.4,7.2,40.5,8230,0,6.6,361,5210,0,6.4,500,3090,61.197,,,,,7.1,
2015/5/28,2.9,7,17.2,8695,0.5,7.3,48.5,8750,0,6.6,360,5325,0,6.8,500,3180,66,,,,,7,
2015/5/29,2.7,7,17,8733,0.6,7.2,45,8650,0,6.5,354,5510,0,7,500,3210,57,,,,,7,
2015/5/30,3.7,6.9,17.5,8755,0.4,7.2,47.8,8665,0,6.5,358,5300,0,6.8,500,3015,63,,,,,7,
2015/5/31,3.7,6.9,17.3,8310,0.5,7.3,43,8475,0,6.6,363,5280,0,6.9,500,3065,64,,,,,7.2,
2015/6/1,4.2,7,17.3,9205,0.5,7.3,51,8125,0,6.7,363,5165,0,7.3,500,3120,63,,,,,6.3,
2015/6/2,3,7,17.5,8335,0.5,7.5,40.8,8410,0,6.7,365,5290,0,7.4,500,3160,66,,,,,6.3,
2015/6/3,3.9,7,17.3,7590,0.5,7.4,53,8065,0,6.6,364,5185,0,7.4,500,3350,68,,,,,7.3,
2015/6/4,3.1,6.9,17.5,8215,0.5,7.3,65.5,8095,0,6.6,362,5095,0,7.4,500,3295,58,,,,,6.3,
2015/6/5,5,6.9,17,8545,1.4,7.1,38.2,8250,0,6.5,360,5015,0,7.1,500,3385,68,,,,,6.6,
2015/6/6,2.5,6.8,17.3,8265,0.7,7.2,53.8,8950,0,6.6,356,5085,0,6.9,500,3395,66,,,,,5.5,
2015/6/7,2.4,6.8,17.3,9005,0.4,7.4,75.8,8125,0,6.6,363,5095,0,7.5,500,3360,70,,,,,6.5,
2015/6/8,3.1,6.8,17.3,9220,0.5,7.3,63.3,8020,0,6.6,360,5045,0,7.2,500,3345,68,,,,,6.7,
2015/6/9,4.2,6.8,12,9128,0.5,7.2,22,8610,0,6.6,360,5115,0,7.2,500,3360,69,,,,,6.8,
2015/6/10,3.9,6.7,46.5,8591,0.6,7.1,35.8,8310,0,6.6,355,5045,0,6.9,500,3480,67,,,,,7.1,
2015/6/11,3.7,6.6,92.8,8165,0.6,7,18,8178,0,6.4,346,5670,0,7.4,500,3875,69,,,,,6.9,
2015/6/12,3.1,6.6,289.3,8130,0.6,7,11.8,8860,0,6.5,347,5250,0,6.6,500,3950,73,,,,,6.9,
2015/6/13,3.5,6.6,164,8318,0.7,6.9,41.3,8075,0,6.5,349,5020,0,6.6,500,3425,68,,,,,6.9,
2015/6/14,3.8,6.6,232,8125,0.5,7,15.5,8090,0,6.5,350,4950,0,7.1,500,3125,62,,,,,7.1,
2015/6/15,3.4,6.7,153,7810,0.4,7,19.3,7965,0,6.6,354,4850,0,7.3,500,3130,67,,,,,6.4,
2015/6/16,4.1,6.7,113.8,7180,0.5,7.2,24.5,7870,0,6.6,355,5135,0,7.1,500,3240,64,,,,,7,
2015/6/17,3.3,6.7,251.3,7740,0.4,7.2,23.5,7818,0,6.6,359,4950,0,7.2,500,3098,70,,,,,7,
2015/6/18,4.1,6.8,344.3,7650,0.5,7.3,47.3,7994,0,6.8,369,4845,0,7.1,500,3059,63,,,,,6.7,
2015/6/19,3.5,6.5,72.3,7277,0.5,7,22,7915,0,6.5,350,4915,0,6.7,500,2901,69,,,,,6.9,
2015/6/20,3.9,6.6,277,7366,0.6,7,33,7450,0,6.5,349,4875,0,6.7,500,2810,59,,,,,7.2,
2015/6/21,5,6.6,235,7429,0.6,7.1,21.5,7775,0,6.5,352,4810,0,9.5,500,2755,59,,,,,6.5,
2015/6/22,4.2,6.5,212,7307,0.5,6.9,14.3,7645,0,6.5,349,4765,0,9.2,500,2855,70,,,,,7.2,
2015/6/23,3.7,6.7,179,7078,0.6,7.1,15.3,7500,0,6.5,355,4905,0,9.5,500,2840,68,,,,,6.8,
2015/6/24,4.3,6.6,84,7036,0.8,7,96,7785,0,6.4,348,4965,0,8.1,500,2820,63,,,,,7,
2015/6/25,4.2,6.6,102,7052,0.6,7.1,36.8,7365,0,6.5,350,4820,0,7.8,500,2770,65,,,,,6.8,
2015/6/26,3.6,6.7,72,7060,0.7,7.3,17.8,7390,0,6.6,359,4815,0,8,500,2765,67,,,,,7.2,
2015/6/27,4.4,6.6,180,7272,0.6,7.1,14,7225,0,6.6,353,4755,0,7.9,500,2755,54,,,,,6.4,
2015/6/28,3.5,6.6,188,7202,0.6,7.2,3.8,7210,0,6.6,359,4950,0,7.9,500,2780,75,,,,,6.7,
2015/6/29,4.2,6.6,117,6570,0.6,7.2,51.8,7223,0,6.5,357,4830,0,7.8,500,2845,69,,,,,6.7,
2015/6/30,4.3,6.5,342,6650,0.6,7.1,26,7150,0,6.5,360,4925,0,7.3,500,2915,69,,,,,7.2,
2015/7/1,4.9,6.6,145,6145,0.7,7,40.8,7205,0,6.5,358,4870,0,6.9,500,3005,62,,,,,6.6,
2015/7/2,5.4,6.6,197,7860,1.3,7.1,107.8,7185,0,6.5,357,4840,0,7.2,500,2920,57,,,,,7.1,
2015/7/3,4,6.5,121,7080,1.2,7.1,96.5,7055,0,6.5,359,4890,0,7.3,500,2920,61,,,,,7,
2015/7/4,4.2,6.6,131,7450,1.4,7,98.8,7122,0,6.5,361,4910,0,7.4,500,2999,62,,,,,7.2,
2015/7/5,3.4,6.5,88.3,6470,0.5,7.2,22.7,8125,0,6.5,358,4885,0,7.5,500,3005,68,,,,,6.8,
2015/7/6,3.4,6.5,92.5,6551,0.5,7.2,16.3,7235,0,6.5,359,4870,0,7.8,500,2878,73,,,,,6.8,
2015/7/7,3.4,6.6,109,6658,0.6,7.1,18.9,7425,0,6.5,361,4895,0,7.7,500,2985,71,,,,,6.9,
2015/7/8,3.5,6.5,111.3,6720,0.5,7.2,17.8,7625,0,6.4,357,4855,0,7.8,500,3004,72,,,,,7,
2015/7/9,2.7,6.4,46.8,6260,0.6,7,14.8,7880,0,6.4,351,4910,0,7,500,2970,71,,,,,7,
2015/7/10,3.5,6.5,127,6540,0.5,6.8,118,8895,0,6.5,354,4890,0,6.7,500,3150,72,,,,,7,
2015/7/11,3.1,6.4,92,6660,0.6,6.9,120,8650,0,6.5,360,4920,0,6.8,500,2960,71,,,,,7,
2015/7/12,2.7,6.3,190,4825,0.7,6.9,36.8,7540,0,6.5,361,4885,0,6.9,500,2745,73,,,,,7,
2015/7/13,2.8,6.3,259,5930,0.7,6.9,55.2,7480,0,6.3,342,4745,0,6.8,500,2575,71,,,,,6.3,
2015/7/14,3.1,6.4,267,6630,0.6,6.9,41.3,7220,0,6.4,347,4630,0,7,500,2300,70,,,,,6.8,
2015/7/15,3.2,6.3,271,6215,0.6,6.9,28.3,6870,0,6.4,355,4850,0,7,500,2285,78,,,,,7.1,
